SNP	LG	CM
2_43781	1	11.368
2_03240	1	11.912
2_03241	1	11.912
2_09642	1	11.912
2_17462	1	11.912
2_21182	1	11.912
2_21848	1	11.912
2_24698	1	11.912
2_24787	1	11.912
2_46409	1	11.912
2_52273	1	11.912
2_01236	1	11.912
2_14083	1	11.912
2_17463	1	11.912
2_21183	1	11.912
2_30459	1	11.912
2_31817	1	11.912
2_33659	1	11.912
2_05030	1	12.449
2_05032	1	12.449
2_05096	1	12.449
2_05909	1	12.449
2_12115	1	12.449
2_12116	1	12.449
2_14661	1	12.449
2_15215	1	12.449
2_19274	1	12.449
2_20440	1	12.449
2_24310	1	12.449
2_00604	1	12.449
2_05097	1	12.449
2_14660	1	12.449
2_19276	1	12.449
2_20439	1	12.449
2_24309	1	12.449
2_50227	1	12.449
1_0837	1	12.987
2_02190	1	12.987
2_07272	1	12.987
2_07443	1	12.987
2_09816	1	12.987
2_10297	1	12.987
2_10299	1	12.987
2_11117	1	12.987
2_15523	1	12.987
2_15524	1	12.987
2_17950	1	12.987
2_19294	1	12.987
2_27402	1	12.987
2_33996	1	12.987
2_48511	1	12.987
2_02187	1	12.987
2_02189	1	12.987
2_07271	1	12.987
2_10296	1	12.987
2_13956	1	12.987
2_18881	1	12.987
2_19540	1	12.987
2_24719	1	12.987
2_26592	1	12.987
2_34048	1	12.987
2_41253	1	12.987
2_50452	1	12.987
2_52454	1	12.987
2_53130	1	12.987
2_54897	1	12.987
2_12036	1	13.525
2_18892	1	13.525
2_22470	1	13.525
2_29558	1	13.525
2_04597	1	14.062
2_04598	1	14.062
2_04599	1	14.062
2_17797	1	14.062
2_19703	1	14.062
2_31979	1	14.062
2_04600	1	14.062
2_17798	1	14.062
2_24216	1	14.062
2_24217	1	14.062
2_31978	1	14.062
2_41383	1	14.062
2_09159	1	15.149
2_09160	1	15.149
2_15182	1	15.149
2_15997	1	15.149
2_21972	1	15.149
2_15996	1	15.149
2_19309	1	15.149
2_40348	1	15.149
2_18147	1	16.237
2_18148	1	16.237
2_18508	1	16.237
2_39658	1	16.237
1_0928	1	16.237
2_05741	1	16.237
2_05742	1	16.237
2_05962	1	16.237
2_13854	1	16.237
2_17062	1	16.237
2_17063	1	16.237
2_21689	1	16.237
2_50691	1	16.237
1_0357	1	16.774
2_12924	1	16.774
2_19601	1	16.774
2_19602	1	16.774
2_20467	1	16.774
2_25041	1	16.774
2_25042	1	16.774
2_25463	1	16.774
2_32974	1	16.774
2_53482	1	16.774
2_54358	1	16.774
2_05074	1	16.774
2_06298	1	16.774
2_06299	1	16.774
2_07075	1	16.774
2_16071	1	16.774
2_16072	1	16.774
2_18485	1	16.774
2_19960	1	16.774
2_25462	1	16.774
2_29140	1	16.774
2_39984	1	16.774
2_46014	1	16.774
2_53903	1	16.774
2_08655	1	17.312
2_13350	1	17.312
2_13351	1	17.312
2_18458	1	17.312
2_08654	1	17.312
2_44458	1	17.312
2_01821	1	17.85
2_29031	1	17.85
2_31852	1	17.85
2_33987	1	17.85
2_50330	1	17.85
2_50482	1	17.85
2_55157	1	17.85
2_06554	1	17.85
2_07123	1	17.85
2_14679	1	17.85
2_23035	1	17.85
2_25246	1	17.85
2_25791	1	17.85
2_27542	1	17.85
2_07575	1	18.937
2_09792	1	18.937
2_16148	1	18.937
2_20411	1	18.937
2_20412	1	18.937
2_28271	1	18.937
2_42490	1	18.937
2_47130	1	18.937
2_50174	1	18.937
2_52735	1	18.937
2_05024	1	18.937
2_16147	1	18.937
2_27530	1	18.937
2_43761	1	18.937
2_05021	1	19.474
2_05022	1	19.474
2_05023	1	19.474
2_12706	1	19.474
2_29205	1	19.474
2_50403	1	19.474
2_52499	1	19.474
2_00298	1	20.012
2_00299	1	20.012
2_01208	1	20.012
2_01321	1	20.012
2_01574	1	20.012
2_06812	1	20.012
2_08759	1	20.012
2_08777	1	20.012
2_08779	1	20.012
2_08782	1	20.012
2_09978	1	20.012
2_12027	1	20.012
2_12829	1	20.012
2_12830	1	20.012
2_15738	1	20.012
2_16041	1	20.012
2_16861	1	20.012
2_16865	1	20.012
2_17368	1	20.012
2_18330	1	20.012
2_20851	1	20.012
2_21472	1	20.012
2_23360	1	20.012
2_23470	1	20.012
2_30134	1	20.012
2_31153	1	20.012
2_43222	1	20.012
2_53413	1	20.012
2_54018	1	20.012
2_54726	1	20.012
1_0059	1	20.012
2_01207	1	20.012
2_05945	1	20.012
2_05946	1	20.012
2_08112	1	20.012
2_08113	1	20.012
2_08210	1	20.012
2_08211	1	20.012
2_08778	1	20.012
2_08780	1	20.012
2_08781	1	20.012
2_09979	1	20.012
2_12028	1	20.012
2_13010	1	20.012
2_13011	1	20.012
2_15423	1	20.012
2_15697	1	20.012
2_15699	1	20.012
2_15739	1	20.012
2_16042	1	20.012
2_16862	1	20.012
2_16863	1	20.012
2_16866	1	20.012
2_17369	1	20.012
2_21471	1	20.012
2_23471	1	20.012
2_26694	1	20.012
2_33203	1	20.012
2_49705	1	20.012
2_51427	1	20.012
1_1534	1	20.55
2_02303	1	20.55
2_02304	1	20.55
2_03177	1	20.55
2_04151	1	20.55
2_04152	1	20.55
2_08170	1	20.55
2_12875	1	20.55
2_12876	1	20.55
2_13181	1	20.55
2_16832	1	20.55
2_46387	1	20.55
2_47284	1	20.55
2_01692	1	20.55
2_01693	1	20.55
2_03176	1	20.55
2_12874	1	20.55
2_12877	1	20.55
2_14277	1	20.55
2_14529	1	20.55
2_14530	1	20.55
2_19807	1	20.55
2_22351	1	20.55
2_23324	1	20.55
2_23325	1	20.55
2_47543	1	20.55
2_54952	1	20.55
2_19156	1	22.199
2_04175	1	22.736
2_13411	1	22.736
2_54678	1	22.736
2_13412	1	22.736
2_33478	1	22.736
2_45904	1	24.385
2_22106	1	26.034
2_24775	1	26.034
2_27980	1	26.034
2_29761	1	26.034
2_30028	1	26.034
2_08871	1	26.034
2_20979	1	26.034
2_24776	1	26.034
2_02685	1	26.572
2_02686	1	26.572
2_02688	1	26.572
2_11560	1	26.572
2_28407	1	26.572
2_29017	1	26.572
2_29018	1	26.572
2_29256	1	26.572
2_32123	1	26.572
2_34266	1	26.572
2_37805	1	26.572
2_37928	1	26.572
2_37929	1	26.572
2_51111	1	26.572
2_11472	1	26.572
2_11559	1	26.572
2_12002	1	26.572
2_37804	1	26.572
2_40786	1	26.572
2_41566	1	26.572
2_43366	1	26.572
2_48956	1	26.572
2_49096	1	26.572
2_51717	1	26.572
2_52707	1	26.572
2_55000	1	26.572
2_10000	1	27.109
2_50041	1	27.109
2_26316	1	27.109
1_0238	1	27.647
2_14237	1	27.647
2_14238	1	27.647
2_22107	1	27.647
1_1424	1	28.185
2_02309	1	28.185
2_07615	1	28.185
2_11612	1	28.185
2_11925	1	28.185
2_19871	1	28.185
2_19963	1	28.185
2_30572	1	28.185
2_32255	1	28.185
2_43150	1	28.185
2_44001	1	28.185
2_52506	1	28.185
2_05056	1	28.185
2_05057	1	28.185
2_06616	1	28.185
2_11611	1	28.185
2_11926	1	28.185
2_17768	1	28.185
2_19872	1	28.185
2_32726	1	28.185
2_48173	1	28.185
2_50126	1	28.185
2_51438	1	28.185
2_18117	1	28.722
2_02129	1	28.722
2_18116	1	28.722
2_38152	1	30.946
2_13148	1	32.033
2_20908	1	32.033
2_19637	1	32.033
2_19638	1	32.033
2_06534	1	32.571
2_06535	1	32.571
2_08563	1	32.571
2_08564	1	32.571
2_08689	1	32.571
2_09874	1	32.571
2_09875	1	32.571
2_11314	1	32.571
2_11317	1	32.571
2_11318	1	32.571
2_12956	1	32.571
2_13340	1	32.571
2_15946	1	32.571
2_17228	1	32.571
2_17410	1	32.571
2_17487	1	32.571
2_28232	1	32.571
2_29280	1	32.571
2_29389	1	32.571
2_29521	1	32.571
2_29549	1	32.571
2_32159	1	32.571
2_34208	1	32.571
2_34310	1	32.571
2_39027	1	32.571
2_42442	1	32.571
2_51724	1	32.571
2_52835	1	32.571
2_54763	1	32.571
2_54967	1	32.571
2_06533	1	32.571
2_08686	1	32.571
2_08688	1	32.571
2_09427	1	32.571
2_12459	1	32.571
2_15115	1	32.571
2_15116	1	32.571
2_17229	1	32.571
2_17409	1	32.571
2_17488	1	32.571
2_17489	1	32.571
2_17490	1	32.571
2_19873	1	32.571
2_25321	1	32.571
2_27151	1	32.571
2_28152	1	32.571
2_28856	1	32.571
2_29279	1	32.571
2_40778	1	32.571
2_41898	1	32.571
2_46773	1	32.571
2_47135	1	32.571
2_47345	1	32.571
2_47422	1	32.571
2_47718	1	32.571
2_50402	1	32.571
2_50911	1	32.571
2_54493	1	32.571
2_54685	1	32.571
2_00804	1	33.109
2_04438	1	33.109
2_11319	1	33.109
2_16812	1	33.109
2_17822	1	33.109
2_20092	1	33.109
2_21537	1	33.109
2_22891	1	33.109
2_26358	1	33.109
2_30160	1	33.109
2_31767	1	33.109
2_32615	1	33.109
2_48629	1	33.109
2_04436	1	33.109
2_17823	1	33.109
2_17824	1	33.109
2_17825	1	33.109
2_20091	1	33.109
2_26357	1	33.109
2_26359	1	33.109
2_26360	1	33.109
2_28796	1	33.109
2_30159	1	33.109
2_34704	1	33.109
2_47738	1	33.109
2_51294	1	33.109
2_15543	1	33.646
2_19839	1	33.646
2_25956	1	33.646
2_50660	1	33.646
2_54792	1	33.646
2_03467	1	33.646
2_19838	1	33.646
2_49353	1	33.646
2_04903	1	34.184
2_04904	1	34.184
2_15091	1	34.184
2_30851	1	34.184
2_43569	1	34.184
2_08385	1	34.184
2_15090	1	34.184
2_19158	1	34.184
2_01719	1	34.721
2_02125	1	34.721
2_04192	1	34.721
2_04369	1	34.721
2_04370	1	34.721
2_09295	1	34.721
2_09296	1	34.721
2_09641	1	34.721
2_13624	1	34.721
2_13625	1	34.721
2_14967	1	34.721
2_17291	1	34.721
2_17958	1	34.721
2_20050	1	34.721
2_22343	1	34.721
2_22344	1	34.721
2_22975	1	34.721
2_25197	1	34.721
2_25734	1	34.721
2_25735	1	34.721
2_38630	1	34.721
2_38631	1	34.721
2_40529	1	34.721
2_47168	1	34.721
2_51049	1	34.721
2_54244	1	34.721
2_55190	1	34.721
1_0817	1	34.721
2_00128	1	34.721
2_00129	1	34.721
2_01718	1	34.721
2_02123	1	34.721
2_04351	1	34.721
2_06632	1	34.721
2_06633	1	34.721
2_09259	1	34.721
2_09640	1	34.721
2_13623	1	34.721
2_13626	1	34.721
2_14040	1	34.721
2_17292	1	34.721
2_18849	1	34.721
2_20049	1	34.721
2_25195	1	34.721
2_29904	1	34.721
2_39261	1	34.721
2_40180	1	34.721
2_41702	1	34.721
2_46335	1	34.721
2_46862	1	34.721
2_49814	1	34.721
2_54895	1	34.721
2_55155	1	34.721
2_41190	1	35.259
2_07699	1	35.259
2_08628	1	35.259
2_08629	1	35.259
2_10063	1	35.259
2_10064	1	35.259
2_21436	1	35.259
2_21437	1	35.259
2_45159	1	35.259
2_49226	1	35.259
2_03160	1	35.797
2_05665	1	35.797
2_10446	1	35.797
2_12765	1	35.797
2_17038	1	35.797
2_20184	1	35.797
2_21139	1	35.797
2_22147	1	35.797
2_22611	1	35.797
2_22612	1	35.797
2_23138	1	35.797
2_25144	1	35.797
2_25145	1	35.797
2_33636	1	35.797
2_43358	1	35.797
2_54088	1	35.797
2_00194	1	35.797
2_04452	1	35.797
2_04557	1	35.797
2_04558	1	35.797
2_05666	1	35.797
2_22148	1	35.797
2_23139	1	35.797
2_24499	1	35.797
2_26554	1	35.797
2_28222	1	35.797
2_28413	1	35.797
2_31146	1	35.797
2_32341	1	35.797
2_41638	1	35.797
2_44176	1	35.797
2_50274	1	35.797
2_52900	1	35.797
2_00123	1	36.884
2_01158	1	36.884
2_01159	1	36.884
2_07795	1	36.884
2_12257	1	36.884
2_12258	1	36.884
2_13601	1	36.884
2_16341	1	36.884
2_16344	1	36.884
2_16774	1	36.884
2_18084	1	36.884
2_18273	1	36.884
2_18861	1	36.884
2_22889	1	36.884
2_23174	1	36.884
2_26392	1	36.884
2_30108	1	36.884
2_30697	1	36.884
2_31686	1	36.884
2_31770	1	36.884
2_33184	1	36.884
2_37952	1	36.884
2_39431	1	36.884
2_41133	1	36.884
2_44282	1	36.884
2_45212	1	36.884
2_45877	1	36.884
2_47257	1	36.884
2_48441	1	36.884
2_48920	1	36.884
2_49298	1	36.884
2_51920	1	36.884
2_52984	1	36.884
2_54041	1	36.884
1_0344	1	36.884
2_03914	1	36.884
2_03948	1	36.884
2_03949	1	36.884
2_08305	1	36.884
2_09454	1	36.884
2_13921	1	36.884
2_14197	1	36.884
2_14198	1	36.884
2_16342	1	36.884
2_16343	1	36.884
2_18274	1	36.884
2_21043	1	36.884
2_22890	1	36.884
2_23069	1	36.884
2_23070	1	36.884
2_24493	1	36.884
2_26419	1	36.884
2_26420	1	36.884
2_29781	1	36.884
2_31687	1	36.884
2_33339	1	36.884
2_39607	1	36.884
2_45127	1	36.884
2_45688	1	36.884
2_47108	1	36.884
2_51929	1	36.884
2_53601	1	36.884
2_26561	1	37.422
2_32355	1	37.422
2_39465	1	37.422
2_39874	1	37.422
2_44786	1	37.422
2_49827	1	37.422
2_50878	1	37.422
2_04892	1	37.422
2_16054	1	37.422
2_16055	1	37.422
2_41750	1	37.422
2_46576	1	37.422
2_47840	1	37.422
2_53322	1	37.422
1_0435	1	37.959
2_08130	1	37.959
2_14352	1	37.959
2_15497	1	37.959
2_16348	1	37.959
2_44146	1	37.959
2_45350	1	37.959
2_46467	1	37.959
2_02736	1	37.959
2_27068	1	37.959
2_31228	1	37.959
2_31229	1	37.959
2_50388	1	37.959
2_51397	1	37.959
2_00479	1	38.497
2_00480	1	38.497
2_07002	1	38.497
2_13556	1	38.497
2_17880	1	38.497
2_20791	1	38.497
2_21788	1	38.497
2_22595	1	38.497
2_22596	1	38.497
2_26517	1	38.497
2_46002	1	38.497
2_49227	1	38.497
2_00481	1	38.497
2_06006	1	38.497
2_06007	1	38.497
2_13557	1	38.497
2_17314	1	38.497
2_17315	1	38.497
2_21789	1	38.497
2_28480	1	38.497
2_31280	1	38.497
2_45034	1	38.497
2_30132	1	39.584
1_1193	1	39.584
2_25669	1	39.584
2_39080	1	40.122
2_00146	1	41.209
2_00147	1	41.209
2_01551	1	41.209
2_05114	1	41.209
2_06182	1	41.209
2_06183	1	41.209
2_06406	1	41.209
2_10015	1	41.209
2_10016	1	41.209
2_16600	1	41.209
2_18796	1	41.209
2_19015	1	41.209
2_19878	1	41.209
2_21001	1	41.209
2_31055	1	41.209
2_37844	1	41.209
2_38538	1	41.209
2_40429	1	41.209
2_42040	1	41.209
2_45240	1	41.209
2_46055	1	41.209
2_46468	1	41.209
2_46718	1	41.209
2_47941	1	41.209
2_49255	1	41.209
2_54053	1	41.209
2_54607	1	41.209
2_54793	1	41.209
1_0075	1	41.209
2_05115	1	41.209
2_09074	1	41.209
2_09075	1	41.209
2_10017	1	41.209
2_11134	1	41.209
2_11135	1	41.209
2_12018	1	41.209
2_12019	1	41.209
2_13195	1	41.209
2_13196	1	41.209
2_16599	1	41.209
2_18795	1	41.209
2_19014	1	41.209
2_20065	1	41.209
2_20066	1	41.209
2_21002	1	41.209
2_28341	1	41.209
2_31475	1	41.209
2_32500	1	41.209
2_44600	1	41.209
2_45358	1	41.209
2_47478	1	41.209
2_47632	1	41.209
2_52291	1	41.209
2_52585	1	41.209
2_52943	1	41.209
2_54579	1	41.209
2_33865	1	42.296
2_42654	1	42.296
2_38117	1	42.834
2_41156	1	42.834
2_44328	1	42.834
2_30584	1	42.834
2_53718	1	42.834
2_51892	1	44.483
2_52580	1	44.483
2_52774	1	44.483
2_52921	1	44.483
2_39594	1	44.483
2_40526	1	44.483
2_41939	1	44.483
2_55099	1	44.483
2_26753	1	45.57
2_40279	1	45.57
2_47443	1	45.57
2_53033	1	45.57
2_53208	1	45.57
2_22880	1	45.57
2_39143	1	45.57
2_44636	1	45.57
2_49303	1	45.57
2_49703	1	45.57
2_55124	1	45.57
2_24103	1	46.107
2_28561	1	46.107
2_49256	1	46.107
2_51188	1	46.107
2_04695	1	46.107
2_43998	1	46.107
2_46555	1	46.107
2_51677	1	46.107
2_04003	1	46.645
2_38530	1	46.645
2_40893	1	46.645
2_45459	1	46.645
2_46728	1	46.645
2_51828	1	46.645
2_52130	1	46.645
2_54211	1	46.645
2_21203	1	46.645
2_38963	1	46.645
2_39321	1	46.645
2_40306	1	46.645
2_46825	1	46.645
2_47350	1	46.645
2_48871	1	46.645
2_53268	1	46.645
2_10421	1	47.732
2_30721	1	47.732
2_37737	1	47.732
2_39698	1	47.732
2_45411	1	47.732
2_46876	1	47.732
2_19682	1	47.732
2_40294	1	47.732
2_43841	1	47.732
2_47200	1	47.732
2_48422	1	47.732
2_49212	1	47.732
2_54074	1	47.732
1_0876	1	48.27
2_01979	1	48.27
2_01980	1	48.27
2_12007	1	48.27
2_13582	1	48.27
2_30119	1	48.27
2_31801	1	48.27
2_32944	1	48.27
2_33479	1	48.27
2_37611	1	48.27
2_37758	1	48.27
2_38517	1	48.27
2_39675	1	48.27
2_40253	1	48.27
2_40379	1	48.27
2_41270	1	48.27
2_41742	1	48.27
2_42250	1	48.27
2_42420	1	48.27
2_43597	1	48.27
2_45611	1	48.27
2_45870	1	48.27
2_45977	1	48.27
2_45990	1	48.27
2_46540	1	48.27
2_46643	1	48.27
2_46841	1	48.27
2_47758	1	48.27
2_47897	1	48.27
2_48849	1	48.27
2_49207	1	48.27
2_49542	1	48.27
2_50419	1	48.27
2_54609	1	48.27
1_0034	1	48.27
2_01663	1	48.27
2_02257	1	48.27
2_02669	1	48.27
2_06966	1	48.27
2_08948	1	48.27
2_09918	1	48.27
2_12006	1	48.27
2_20833	1	48.27
2_25521	1	48.27
2_30120	1	48.27
2_30682	1	48.27
2_33770	1	48.27
2_34140	1	48.27
2_37759	1	48.27
2_37912	1	48.27
2_37920	1	48.27
2_38636	1	48.27
2_39179	1	48.27
2_39239	1	48.27
2_39729	1	48.27
2_39948	1	48.27
2_39966	1	48.27
2_40691	1	48.27
2_40884	1	48.27
2_41945	1	48.27
2_42908	1	48.27
2_43334	1	48.27
2_43497	1	48.27
2_44789	1	48.27
2_45915	1	48.27
2_46423	1	48.27
2_46891	1	48.27
2_46978	1	48.27
2_47124	1	48.27
2_47258	1	48.27
2_48730	1	48.27
2_48814	1	48.27
2_49396	1	48.27
2_50607	1	48.27
2_51132	1	48.27
2_52116	1	48.27
2_53048	1	48.27
2_53199	1	48.27
2_54600	1	48.27
2_55076	1	48.27
2_55568	1	48.27
2_38620	1	48.807
2_41618	1	48.807
2_44381	1	48.807
2_44773	1	48.807
2_52290	1	48.807
2_39117	1	48.807
2_51493	1	49.345
2_13365	1	50.432
2_18457	1	50.432
2_38343	1	50.432
2_40652	1	50.432
2_42290	1	50.432
2_42507	1	50.432
2_47080	1	50.432
2_48682	1	50.432
2_50651	1	50.432
2_52861	1	50.432
2_53462	1	50.432
2_14574	1	50.432
2_39510	1	50.432
2_42643	1	50.432
2_45856	1	50.432
2_47691	1	50.432
2_48322	1	50.432
2_50885	1	50.432
2_54048	1	50.432
2_40807	1	50.97
2_43733	1	50.97
2_46351	1	50.97
2_52529	1	50.97
2_07035	1	50.97
2_42940	1	50.97
2_45028	1	50.97
2_55179	1	50.97
2_38049	1	51.508
2_40560	1	51.508
2_52739	1	51.508
1_0647	1	52.045
2_00982	1	52.045
2_06830	1	52.045
2_07518	1	52.045
2_07519	1	52.045
2_08516	1	52.045
2_12668	1	52.045
2_14461	1	52.045
2_14462	1	52.045
2_17939	1	52.045
2_19716	1	52.045
2_20087	1	52.045
2_29198	1	52.045
2_30612	1	52.045
2_32570	1	52.045
2_34601	1	52.045
2_37824	1	52.045
2_39525	1	52.045
2_42562	1	52.045
2_42638	1	52.045
2_43391	1	52.045
2_43925	1	52.045
2_44541	1	52.045
2_45685	1	52.045
2_47622	1	52.045
2_49144	1	52.045
2_49879	1	52.045
2_49881	1	52.045
2_49896	1	52.045
2_52608	1	52.045
2_52616	1	52.045
2_53001	1	52.045
2_53638	1	52.045
2_55413	1	52.045
2_08517	1	52.045
2_20084	1	52.045
2_20085	1	52.045
2_27552	1	52.045
2_29654	1	52.045
2_29656	1	52.045
2_37825	1	52.045
2_41248	1	52.045
2_44690	1	52.045
2_46256	1	52.045
2_48483	1	52.045
2_50260	1	52.045
2_51837	1	52.045
2_52234	1	52.045
2_53323	1	52.045
2_54552	1	52.045
2_55546	1	52.045
2_30263	1	52.583
2_37746	1	52.583
2_37962	1	52.583
2_38271	1	52.583
2_41213	1	52.583
2_44384	1	52.583
2_47831	1	52.583
2_48549	1	52.583
2_51124	1	52.583
2_53556	1	52.583
2_30262	1	52.583
2_37747	1	52.583
2_38496	1	52.583
2_38497	1	52.583
2_41589	1	52.583
2_48800	1	52.583
2_21774	1	53.67
2_38912	1	53.67
2_47453	1	53.67
2_25887	1	53.67
2_52659	1	53.67
2_53973	1	53.67
2_05421	1	54.208
2_24253	1	54.208
2_24481	1	54.208
2_25057	1	54.208
2_25058	1	54.208
2_29131	1	54.208
2_31438	1	54.208
2_34451	1	54.208
2_39024	1	54.208
2_47147	1	54.208
2_51330	1	54.208
2_00110	1	54.208
2_12439	1	54.208
2_31439	1	54.208
2_39833	1	54.208
2_45101	1	54.208
2_45878	1	54.208
2_50942	1	54.208
2_53002	1	54.208
2_54874	1	54.208
2_00020	1	54.745
2_07309	1	54.745
2_10056	1	54.745
2_21275	1	54.745
2_21276	1	54.745
2_22069	1	54.745
2_25508	1	54.745
2_27114	1	54.745
2_27115	1	54.745
2_27772	1	54.745
2_28550	1	54.745
2_30017	1	54.745
2_30063	1	54.745
2_32315	1	54.745
2_33999	1	54.745
2_47555	1	54.745
2_47690	1	54.745
2_48747	1	54.745
2_49245	1	54.745
2_52372	1	54.745
2_52570	1	54.745
2_03957	1	54.745
2_03958	1	54.745
2_10057	1	54.745
